title,genres,keywords,cast,director,popularity
The Phantom,"adventure, action","secret identity, gold, gangster boss, phantom, silver, power, battle power, jade, based comic book, jungle, masked hero, crystal skull","billy zane, kristy swanson, treat williams, catherine zeta-jones, james remar, cary-hiroyuki tagawa, bill smitrovich, casey siemaszko, david proval, joseph ragno, samantha eggar, jon tenney, patrick mcgoohan, robert coleby, al ruscio",simon wincer,9.025236
All the Pretty Horses,"drama, romance, western","dancing, chess, prisoner, coffin, wrong accusal, ranch, airplane, beating, jail, rifle, corpse, lasso, cautery","matt damon, henry thomas, penélope cruz, sam shepard, robert patrick, lucas black, jesse plemons, rubén blades",billy bob thornton,7.524671
Nixon,"history, drama","usa president, presidential election, watergate scandal, biography, government, historical figure","anthony hopkins, joan allen, powers boothe, ed harris, bob hoskins, e.g. marshall, david paymer, david hyde pierce, paul sorvino, mary steenburgen, j. t. walsh, james woods, brian bedford, kevin dunn, fyvush finkel, annabeth gish, larry hagman, madeline kahn, dan hedaya, bridgette wilson, tom bower, tony goldwyn, edward herrmann, tony lo bianco, saul rubinek, robert beltran, john cunningham, john diehl, john c. mcginley, michael chiklis, ric young, boris sichkin, sam waterston, marley shelton",oliver stone,3.770161
The Ghost Writer,"thriller, mystery","london england, cia, war crimes, tony blair, author","ewan mcgregor, pierce brosnan, jon bernthal, kim cattrall, tom wilkinson, olivia williams, timothy hutton, jim belushi, nyasha hatendi, tim preece, michael s. ruscheinsky, eben young, jaymes butler, robert seeliger, anna botting, marianne graffam, daphne alexander, angelique fernandez, milton welsh, alister mazzotti, eli wallach, tim faraday, kate copeland, soogi kang, robert pugh, jeff burrell, morgane polanski, glenn conroy, clayton nemrow, errol trotman-harewood, talin lopez, joel kirby, regine hentschel",roman polanski,21.118196
Deep Rising,"adventure, action, horror, science fiction","ocean liner, sea monster, jewel heist, armed robbery","treat williams, famke janssen, anthony heald, kevin j. o'connor, una damon, wes studi, derrick o'connor, jason flemyng, cliff curtis, clifton powell, trevor goddard, djimon hounsou, clint curtis, warren takeuchi, linden banks",stephen sommers,6.513856
Miracle at St. Anna,"drama, war","black people, world war ii, toscana, village, soldier, partisan","derek luke, michael ealy, laz alonso, john turturro, valentina cervi, joseph gordon-levitt, john leguizamo, kerry washington, d. b. sweeney, omar benson miller, pierfrancesco favino, omari hardwick, omero antonutti, christian berkel, alexandra maria lara, waldemar kobus, oliver korittke, alexander beyer, walton goggins, matteo sciabordi, john hawkes, sergio albelli, robert john burke, michael kenneth williams, andré holland",spike lee,11.387408
Curse of the Golden Flower,"action, drama, fantasy","poison, china, martial arts, swordplay, fight, toxication, secret society, passion, planned murder, power, palace, plan, battle power, tang dynasty, pomp, conspiracy murder, heir throne, marriage crisis, secret love","chow yun-fat, gong li, jay chou, liu ye, qin jun-jie, li man, ni dahong, chen jin",zhang yimou,9.950505
Bangkok Dangerous,"action, crime, thriller","assassin, asia, gun, deaf-mute, hitman, bangkok, thailand, strip club, apprentice, video surveillance, remake, murder, betrayal, mafia, shootout, boat chase, explosion, foot chase, killer, gunshot, flashback, motorcycle chase, crisis conscience","nicolas cage, shahkrit yamnarm, charlie yeung, panward hemmanee, nirattisai kaljaruek, dom hetrakul, tuck napaskorn, steve baldocchi, chris heebink, james with","danny pang, oxide pang chun",14.813057
Big Trouble,"action, comedy, thriller",gadfly,"tim allen, rene russo, patrick warburton, ben foster, zooey deschanel, stanley tucci, tom sizemore, johnny knoxville, dennis farina, jack kehler, janeane garofalo, heavy d, omar epps, jason lee, sofía vergara, michael mcshane, siobhan fallon, lars arentz-hansen, jay rasumny, andy richter, daniel london, dj qualls, cullen douglas, flip schultz, jon kasdan, ian marioles, philip nolen, david koepp, barry sonnenfeld, antoni corone, kava stewartson, marc macaulay, deborah smith ford",barry sonnenfeld,5.201688
Love in the Time of Cholera,"drama, romance","sex, marriage proposal, new love, colombia, letter, love letter, dying death, ship, marriage, cholera, teacher, principal, doctor, extramarital affair, emotions","javier bardem, unax ugalde, benjamin bratt, catalina sandino moreno, héctor elizondo, liev schreiber, fernanda montenegro, laura harring, john leguizamo, ana claudia talancón, alicia borrachero, marcela mar, angie cepeda, giovanna mezzogiorno",mike newell,5.361699
Johnny English Reborn,"crime, adventure, action, comedy, thriller","buddhist monk, cooking, prime minister, kitchen, secret agent, sequel, mind control, james bond spoof, incompetence, female boss, klutz, aftercreditsstinger, assassination attempt","rowan atkinson, dominic west, gillian anderson, rosamund pike, daniel kaluuya, tim mcinnerny, stephen campbell moore, mariella frostrup, richard schiff, rupert vansittart, isla blair, emma vansittart, eric carte, roger barclay, christina chong, burn gorman, togo igawa, miles jupp, pik-sen lim, ellen thomas, benedict wong, lobo chan, mark ivanir, isabella blake-thomas, andrew woodall, chris jarman, wale ojo, joséphine de la baume, eleanor wyld, margaret clunie, mandi sidhu, clara paget",oliver parker,35.6585
Foodfight!,"animation, action, comedy, family","supermarket, fight, product placement, computer animation, food","charlie sheen, wayne brady, hilary duff, eva longoria, christopher lloyd, haylie duff, chris kattan, greg ellis, martin klebba, daniel franzese, harvey fierstein, larry miller, ed asner, christine baranski, cloris leachman, edie mcclurg, sean catherine derek, jason harris, greg eagles, jerry stiller, lawrence kasanoff",lawrence kasanoff,5.258726
Argo,"drama, thriller","cia, wife husband relationship, document, revolution, hiding place, canadian, press conference, biography, hanged man, american abroad, crane, subtitled scene, movie poster, based article, extraction, iran hostage crisis, sweatshop, intelligence agent, film studio, langley virginia, 1980s","ben affleck, bryan cranston, alan arkin, john goodman, victor garber, tate donovan, clea duvall, scoot mcnairy, rory cochrane, christopher denham, kerry bishé, kyle chandler, chris messina, zeljko ivanek, titus welliver, richard kind, taylor schilling, keith szarabajka, bob gunton, page leong, omid abtahi, sheila vand, karina logue, ryan ahern, bill tangradi, jamie mcshane, roberto garcia, christopher stanley, jon woodward kirby, victor mccay, matt nolan, j.r. cacia, bill kalmenson, rob brownstein, david sullivan, john boyd, yuriy sardarov, nikka far, aidan sussman, barry livingston, ali saam, araz vahid ebrahim nia, scott anthony leet, michael parks, mehrdad sarlak, ray haratian, matthew glave, nancy stelle, mark smith, richard dillane, farshad farahat, alborz basiratmand, ruty rutenberg, michael woolston, sharareh sedghi, bobby zegar, ray porter, allegra carpenter, adrienne barbeau, houshang touzie, richard allan jones",ben affleck,62.01056
The Fugitive,"adventure, action, thriller, crime, mystery","chicago, showdown, undercover, surgeon, death sentence, doomed man, lethal injection, chase, remake, betrayal, run, train crash, escape, fugitive, based tv series, u.s. marshal, doctor, explosion, home invasion, disguise, armed man, framed murder, flashback, corrupt cop, manhunt, bus accident, storm drain","harrison ford, tommy lee jones, sela ward, julianne moore, joe pantoliano, andreas katsulas, jeroen krabbé, daniel roebuck, l. scott caldwell, ron dean, joseph f. kosala, tom wood, dick cusack, richard riehle, andy romano, nick searcy, miguel nino, john drummond, david darlow, jane lynch, neil flynn, kevin crowley, mark d. espinoza, gene barge, joe guzaldo, nicholas kusenko, joan kohn, joe guastaferro, thom vernon, ken moreno, eddie bo smith jr., frank ray perilli, pancho demmings, jim wilkey, danny goldring, michael james, michael skewes, cody glenn, cynthia baker, johnny lee davenport, mike bacarella, bill cusack, tighe barry, afram bill williams, noelle bou-sliman, greg hollimon, cheryl lynn bruce, ann whitney, turk muller, eugene f. crededio, pam zekman, david pasquesi, dru anne carlson, kirsten nelson, juan ramírez, allen hamilton, lester holt, suzy brack, darren w. conrad, kevin mukherji, sal richards, john-clay scott",andrew davis,54.884297
The Bounty Hunter,action,"bounty hunter, ex-husband ex-wife relationship","gerard butler, jennifer aniston, gio perez, siobhan fallon, joel garland, jason kolotouros, matt malloy, jason sudeikis, adam rose, christine baranski, dorian missick, david costabile, lynda gravatt, peter greene, jeff garlin, charlie hewson, charles techman, lou sumrall",andy tennant,33.747825
Sleepers,"crime, drama, thriller","child abuse, sadistic, sexual abuse, pastor, repayment, juvenile prison, court case, pub, court, juvenile delinquent, child","robert de niro, brad pitt, kevin bacon, jason patric, ron eldard, billy crudup, dustin hoffman, minnie driver, vittorio gassman, joe perrino, brad renfro, geoffrey wigdor, jonathan tucker, terry kinney, bruno kirby, eugene byrd, frank medrano, ruth maleczech, tom signorelli, jeffrey donovan, lennie loftin",barry levinson,16.245068
Rambo: First Blood Part II,"action, adventure, thriller, war","usa, vietnam veteran, submachine gun, prisoner, prisoners war, liberation prisoners, liberation, vietnam, vietnam war, chase, machinegun, u.s. army, forest, photography, government, war, revenge, soldier, agent, denunciation","sylvester stallone, richard crenna, charles napier, steven berkoff, julia nickson, george cheung, andy wood, william ghent, voyo goric, dana lee, martin kove, baoan coleman, steve williams, don collins, christopher grant, alain hocquenghem, william rothlein, tony munafo, tom gehrke",george p. cosmatos,38.653969
The Juror,"drama, thriller","jurors, blackmail, court case, son, trial, courtroom","demi moore, alec baldwin, joseph gordon-levitt, anne heche, james gandolfini, lindsay crouse, tony lo bianco, michael constantine, matt craven, todd susman, michael rispoli, julie halston, frank adonis, matthew cowles, polly adams",brian gibson,3.937352
Pinocchio,"animation, family","italy, lie, magic, fairy, pinocchio, carnival, wish, boy, nose, puppet, animation, pool, conscience, jackass, figaro, sneezing, toy comes life","mel blanc, don brodie, walter catlett, marion darlington, frankie darro, cliff edwards, dickie jones, charles judels, clarence nash, patricia page, christian rub, evelyn venable","ben sharpsteen, hamilton luske",46.007991
Heaven's Gate,"action, drama, history, western","montana, showdown, brothel, marshal, dance, immigrant, studies, idealist","kris kristofferson, christopher walken, john hurt, isabelle huppert, sam waterston, brad dourif, jeff bridges, joseph cotten, ronnie hawkins, paul koslo, geoffrey lewis, richard masur, mary catherine wright, nicholas woodeson, terry o'quinn, jack conley, robin bartlett, tom noonan, caroline kava, mickey rourke, t bone burnett, willem dafoe, anna levine",michael cimino,5.380124
Underworld: Evolution,"fantasy, action, science fiction, thriller","budapest, key, vampire, light, werewolf, evolution, fang vamp","kate beckinsale, scott speedman, tony curran, shane brolly, derek jacobi, bill nighy, steven mackintosh, zita görög, brian steele, scott mcelroy, john mann, michael sheen, sophia myles, richard cetrone, mike mukatis, raoul ganeev, andrew kavadas",len wiseman,49.020045
Victor Frankenstein,"drama, science fiction, thriller","london england, human experimentation, frankenstein, reanimated corpse, frankenstein's monster, science experiment, 19th century","james mcavoy, daniel radcliffe, jessica brown findlay, andrew scott, charles dance, louise brealey, mark gatiss, freddie fox, callum turner, daniel mays, spencer wilding, guillaume delaunay, valene kane, alistair petrie, bronson webb, adrian schiller",paul mcguigan,24.821138
Finding Forrester,drama,"upper class, brother brother relationship, scotland, poetry, based novel, mentor, adult, professor, literature, intellectually gifted, plagiarism, literature competition, private school, manuscript, seclusion, pulitzer prize, dying death, idol, friendship, unsociability, high school, scholarship, father figure","sean connery, rob brown, f. murray abraham, anna paquin, busta rhymes, april grace, michael pitt, michael nouri, matt damon, richard easton, glenn fitzgerald, lil' zane, gus van sant",gus van sant,19.043286
